band,album,date,genre,country,real_date,count
"Dawn of Creation","Masquerade Poetry","September 21st, 2014 ","Technical Death Metal",Serbia,1/1/2014,1
"Infernal Darkness","Demo I",2015,"Black Metal",Finland,1/1/2015,1
"Schrei aus Stein",Cervin,"April 2014","Black Metal/Ambient","United States",1/1/2014,1
"Grind Minded","Domestic Violence","December 24th, 2007 ","Death Metal",Netherlands,1/1/2007,1
"Ash Inheritance","Devastated by Fire","November 21st, 2009 ","Thrash Metal",Germany,1/1/2009,1
Trencher,Lips...,"October 2006","Experimental Death Metal/Grindcore","United Kingdom",1/1/2006,1
"In Demise","...Behold, a Pale Sky",2016,"Progressive Brutal Death Metal",Germany,1/1/2016,1
"Black River Project",Subhuman,2006,"Death/Thrash/Groove Metal","United Kingdom",1/1/2006,1
Edenbridge,"The Great Momentum","February 17th, 2017 ","Symphonic Power Metal",Austria,1/1/2017,1
"2 Son Multitud","Muerte, odio y destrucción",1999,"Doom/Gothic/Folk Metal",Spain,1/1/1999,1
"Au Revoir","Keys of Misery","January 2009","Heavy Metal",Malaysia,1/1/2009,1
Necromantizer,"Demo MMXVIII","September 2nd, 2018 ","Black Metal",Poland,1/1/2018,1
"Forgotten Land","In Regno Langobardorum","July 8th, 2009 ","Black/Folk Metal",Italy,1/1/2009,1
"Panic Cell",Rockaphilia,2004,"Thrash/Groove Metal","United Kingdom",1/1/2004,1
Rain,"Dad Is Dead","April 4th, 2008 ","Power/Heavy Metal",Italy,1/1/2008,1
Cirrhosis,"Drinks from Hell","August 2008","Death Metal",Brazil,1/1/2008,1
"Oliver Gerke","Oliver Gerke's Rock'n'Roll and Rockabilly Songs",2002,"Heavy/Thrash/Black Metal, Hard Rock, Country",Germany,1/1/2002,1
Katharos,"Katharos E.P.","October 14th, 2017 ","Black Metal","United States",1/1/2017,1
ReNNo,"Los olvidados del tiempo",2005,"Power/Thrash Metal",Spain,1/1/2005,1
"Sinister Fiend","Let the Blood Pour",1989,"Thrash Metal","United States",1/1/1989,1
"Plan B","Night Terrors","November 12th, 2005 ","Thrash Metal",Canada,1/1/2005,1
"Born by Mistake","Elementum Octagon","July 8th, 2013 ","Technical Death Metal/Deathcore",Indonesia,1/1/2013,1
"The Sunset","Realistic Blood",2001,"Gothic/Doom Metal",Estonia,1/1/2001,1
Maniaca,Necropolis,"September 7th, 2005 ","Thrash/Death Metal",Mexico,1/1/2005,1
Universum,Universum,"September 30th, 2018 ","Heavy Metal",Germany,1/1/2018,1
"Rancid Skull",Catharsis,"January 3rd, 2018 ","Thrash Metal","United Kingdom",1/1/2018,1
"Shade of Hatred",Thanatus,"May 2nd, 2012 ","Melodic Death Metal",Netherlands,1/1/2012,1
"Lunatic Asylum","From Beyond...","June 3rd, 2003 ","Heavy Metal",Italy,1/1/2003,1
"Van Canto","Break the Silence","September 23rd, 2011 ","Power A Cappella",Germany,1/1/2011,1
Stranguliatorius,"Rope, Soap, Tabouret","December 28th, 2018 ","Thrash Metal (early), Death Metal, Grindcore (later)",Lithuania,1/1/2018,1
Nokturne,Cremator,"November 1st, 1999 ","Black Metal","United States",1/1/1999,1
"Blood Stronghold","Immemorial Nightly Paths","December 14th, 2018 ","Black Metal",International,1/1/2018,1
"Morbid Fog","Αρχεγονο σκοτος","October 2012","Black Metal",Greece,1/1/2012,1
"The Affected","The Affected",1989,"Thrash Metal",Canada,1/1/1989,1
Legions,Wasteland,"January 12th, 2012 ","Death Metal/Hardcore","United States",1/1/2012,1
"Frantic Amber",Bellatrix,"August 23rd, 2019 ","Melodic Death Metal",Sweden,1/1/2019,1
Zofos,Therianthropy,"June 24th, 2013 ","Black Metal",Greece,1/1/2013,1
"Beyond Description","Chaos Days in 1992",2000,"Hardcore Punk (early); Thrash Metal/Crossover (later)",Japan,1/1/2000,1
"House of Atreus","From the Madness of Ixion","October 12th, 2018 ","Death Metal","United States",1/1/2018,1
McGalligog,"Powered by Death",2011,"Melodic Death/Thrash Metal",Ireland,1/1/2011,1
Nebelgrund,"Die Reise",2016,"Black Metal",Germany,1/1/2016,1
Ill-Tolerance,Ill-Tolerance,2010,"Black Metal/Grindcore","United States",1/1/2010,1
"Paul Wardingham",Electromancer,"April 23rd, 2018 ","Progressive Metal/Shred",Australia,1/1/2018,1
Stranger,"Hot Enough 4 U?",1988,"Heavy/Power Metal",Netherlands,1/1/1988,1
Myraeth,Retribution,"January 1st, 2010 ","Progressive Doom/Death Metal",Australia,1/1/2010,1
Kathonik,"Demo #1",1991,"Death Metal (early), Black Metal (later)","United States",1/1/1991,1
Nahemoth,"On the Way to the Land ov Nod",2013,"Black Metal",Ukraine,1/1/2013,1
Plutocracy,"Grind Till Freedom","March 11th, 1990 ","Grindcore/Death Metal","United States",1/1/1990,1
"Mental Alteration","Delirium Tremens",1992,"Grindcore (early), Black Metal (later)",Peru,1/1/1992,1
"Raw Power","Too Tough to Burn",1993,"Thrash Metal/Crossover, Hardcore Punk",Italy,1/1/1993,1
Quiebra,"El camino de la podredumbre","November 16th, 2016 ","Doom Metal/Hard Rock",Spain,1/1/2016,1
Ictiosis,Ictiosis,"September 1st, 2011 ","Death Metal",Mexico,1/1/2011,1
Conscience,"Aftermath of a Summer Snow",2010,"Power/Progressive Metal",France,1/1/2010,1
Lunaris,"...the Infinite",2002,"Black Metal",Norway,1/1/2002,1
"High Purity","Z euforie vězení",2014,"Brutal Death Metal/Grindcore",Czechia,1/1/2014,1
Ardor,"The Prayer",2002,"Progressive/Gothic Metal",Poland,1/1/2002,1
"Lost Souls","Demo 1992",1992,"Industrial/Thrash Metal",Sweden,1/1/1992,1
Sorg,"Natten är mörk","September 27th, 2020 ","Raw Black Metal",Chile,1/1/2020,1
Darcry,"Dark Sun","December 24th, 2015 ","Black/Doom Metal",Japan,1/1/2015,1
Helker,"Basurero nuclear",2003,"Heavy Metal",Argentina,1/1/2003,1
"Perpetual Disgrace","Triumph of Satan's Steel","July 2005","Black Metal",Brazil,1/1/2005,1
"Tears of Beggar","My Dreams",1995,"Doom/Death Metal",Turkey,1/1/1995,1
Spoilshroud,"A Portal to Cosmic Decay (An Eschatological Sci-Fi Novel in Five Chapters)",2012,"Technical Blackened Death Metal",Italy,1/1/2012,1
Anomaly,"Disforic Agony","April 2nd, 1997 ","Death Metal",Lithuania,1/1/1997,1
"Ars Goetia","Compassion Lead to Weakness","July 2007","Black Metal",Italy,1/1/2007,1
Introtyl,"Several States of Violence",2013,"Death Metal",Mexico,1/1/2013,1
Necrodochion,"Deprival of Rebilement",1997,"Black/Death Metal",Belgium,1/1/1997,1
"Sangtraït","Els senyors de les pedres",1988,"Heavy Metal, Hard Rock",Spain,1/1/1988,1
Organ:,"Apoplexy in Six Parts",2004,"Experimental/Post-Black Metal",Norway,1/1/2004,1
"Your Chance to Die","Suscitatio Somnus","August 30th, 2011 ","Melodic Death Metal/Metalcore","United States",1/1/2011,1
"Locomotive Breath","Loud and Ugly",1996,"Heavy Metal/Hard Rock",Sweden,1/1/1996,1
"Señor Maligno","Malos hábitos",2010,"Heavy Metal",Spain,1/1/2010,1
Flagrvm,"O Homem Do Talho","July 14th, 2016 ","Death Metal",Brazil,1/1/2016,1
"Atomic Violence",Demo,2009,"Thrash/Black/Death Metal","United States",1/1/2009,1
"Before the Rain",Frail,"June 1st, 2011 ","Death/Doom Metal",Portugal,1/1/2011,1
"Running Wild","Rogues en Vogue","February 21st, 2005 ","Heavy/Power/Speed Metal",Germany,1/1/2005,1
Pro-Death,"The Aesthetic Somber of Death","May 30th, 2010 ","Industrial Death Metal","United States",1/1/2010,1
Terremoto,"Terremoto Infernal","April 22nd, 2020 ","Black/Thrash Metal",Chile,1/1/2020,1
Amen,"The Lost Prophet",2007,"Death Metal (early), Psychedelic/Progressive Thrash Metal (later)",Croatia,1/1/2007,1
Sermont,"Reh 94",1994,"Death Metal",Malaysia,1/1/1994,1
Wagnis,"Revolution of Dignity","November 9th, 2018 ","Heavy/Power Metal",Germany,1/1/2018,1
Sarepta,"Mind Wipe",1995,"Groove/Thrash Metal",Germany,1/1/1995,1
"Royal Hunt","The Watchers","December 19th, 2001 ","Melodic Progressive Metal",Denmark,1/1/2001,1
"Butchered Humanity",XIII,"October 15th, 2013 ","Death Metal/Grindcore",Finland,1/1/2013,1
Nhorizon,Nightstalkers,2012,"Progressive/Power Metal",Italy,1/1/2012,1
Damien,"Demo 2007",2007,"Symphonic Black Metal",Russia,1/1/2007,1
"Souls of Diotima","What Remains of the Day","June 25th, 2012 ","Progressive/Power Metal",Italy,1/1/2012,1
"Silent Force",Infatuator,"October 29th, 2001 ","Power Metal/Rock",Germany,1/1/2001,1
Vice,"Take Me Home",1989,"Heavy Metal",Australia,1/1/1989,1
"苔藓","罪证",2003,"Melodic Death Metal",China,1/1/2003,1
Spasmodic,"Mondo Illustrated","March 30th, 2013 ","Death Metal",Sweden,1/1/2013,1
Malsaination,"The Lost Soul of Forest...",2004,"Black Metal",France,1/1/2004,1
Absyntho,"Stages of Delirium",2003,"Progressive Metal",Brazil,1/1/2003,1
Arcandria,"Welcome to Salvation","November 1st, 2014 ","Heavy/Power Metal",Brazil,1/1/2014,1
Cleansing,"Dark Current","July 24th, 2020 ",Metalcore,Finland,1/1/2020,1
"Noen hater oss",Bastarder,"September 4th, 2019 ","Black Metal",Norway,1/1/2019,1
Osseltion,"Digital / Primordial","May 6th, 2016 ","Death Metal",Italy,1/1/2016,1
"The Real Massacre","Feelings at an Ungodly Night","May 1993","Black/Heavy Metal",Germany,1/1/1993,1
"Legion of Doom",Verdugo,2013,"Black Metal",Peru,1/1/2013,1
"Malignant Decay","Old School Crypt",2012,Goregrind,"United States",1/1/2012,1
Spectral,"Teutonic Symphony",1999,"Black/Thrash/Viking/Power Metal",Germany,1/1/1999,1
Evolution,"Welcome to War",2007,"Heavy/Power Metal",Germany,1/1/2007,1
"Sons of Apollo",MMXX,"January 17th, 2020 ","Progressive Metal","United States",1/1/2020,1
Dumah,"...of Blood and Conquest",2003,"Death Metal","United States",1/1/2003,1
Melvins,"Freak Puke","June 5th, 2012 ","Sludge Metal, Various","United States",1/1/2012,1
Korpus,Korpus,"March 12th, 2014 ","Black/Doom Metal",Sweden,1/1/2014,1
Pantheist,"O Solitude","April 10th, 2003 ","Funeral Doom Metal, Progressive Doom Metal",Belgium,1/1/2003,1
Prospect,"Reaching Out",1996,"Thrash Metal","United States",1/1/1996,1
"Black Kiabeth","Times of Dark Dreams","September 8th, 2020 ","Black Metal",Mexico,1/1/2020,1
Deadspace,"The Liquid Sky","November 15th, 2017 ","Depressive Black/Gothic Metal",Australia,1/1/2017,1
Senmuth,"Mal'akatu","November 29th, 2010 ","Experimental Industrial/Doom Metal, Folk/Ambient, Electronica",Russia,1/1/2010,1
"Hail Conjurer","Heaven Piercing Phallos","April 15th, 2017 ","Black Metal",Finland,1/1/2017,1
Inire,"Born the Wicked, the Fallen, the Damned","May 23rd, 2009 ","Southern Metal",Canada,1/1/2009,1
Euphoric,"Nada vale nada","February 25th, 2016 ","Heavy/Thrash Metal",Spain,1/1/2016,1
Abraxas,Abraxas,1993,"Black Metal",France,1/1/1993,1
Doomas,"Lost Angels","June 2006","Melodic Doom/Death Metal",Slovakia,1/1/2006,1
Malformity,"The Rapturous Unraveling","January 12th, 2018 ","Death Metal","United States",1/1/2018,1
"Holy Blood","День отмщения","December 31st, 2014 ","Folk/Death/Black Metal",Ukraine,1/1/2014,1
"Dark Worship","Fullmoon over My Castle",2015,"Black Metal",Australia,1/1/2015,1
Conquistar,Nuestrosoboros,"July 15th, 2019 ","Death/Black Metal","United States",1/1/2019,1
Tersagor,"Skogsånd","January 1st, 2019 ","Black Metal/Dark Ambient",Croatia,1/1/2019,1
"Kanto Arboretum","The Prosperous Post-Apocalyptic World",2015,"Black Metal",Finland,1/1/2015,1
Deadening,"Of Perverse Subversion",2007,"Death Metal/Crustcore","United States",1/1/2007,1
Tethra,"At the Gates of Doom","November 2nd, 2010 ","Death/Doom Metal",Italy,1/1/2010,1
"Crystal Abyss","First Born Snow",1999,"Symphonic Black Metal",Russia,1/1/1999,1
Sepultura,"Refuse / Resist",1994,"Death/Thrash Metal (early); Nu-Metal, Groove/Thrash Metal (later)",Brazil,1/1/1994,1
Semen,"Coprophilic Infectious Process","February 2014","Death Metal/Goregrind",Mexico,1/1/2014,1
Tyranize,"You Forgot the Third Rule",2008,"Brutal Death Metal","United States",1/1/2008,1
Ulven,"Death Rites upon a Winged Crusade","August 23rd, 2018 ","Black Metal","United States",1/1/2018,1
Slain,Slain,"November 20th, 2008 ","Power Metal",India,1/1/2008,1
"Access Beyond","The Window",2005,"Gothic Metal",Finland,1/1/2005,1
Elgibbor,"Revenger of Blood","April 15th, 2016 ","Black Metal",Poland,1/1/2016,1
"Dagnir en Gwann",Verloren,"December 2011","Black Metal",Germany,1/1/2011,1
Perkele,"Erotic Circus",1996,"Viking Metal (early), Gothic Rock (later)",Finland,1/1/1996,1
Sadocrush,Deathorgasm,1998,"Black/Thrash Metal",Sweden,1/1/1998,1
Deus-Ex-machina,D.E.M,1995,"Thrash Metal with Groove Metal influences","United States",1/1/1995,1
"Dark Flood","Still Liberty","August 2004","Progressive Melodic Death Metal",Finland,1/1/2004,1
C.C.C.,"Per Mortem ad Astra",1994,"Death Metal",Estonia,1/1/1994,1
Persefone,"Truth Inside the Shades","December 3rd, 2004 ","Progressive/Melodic Death Metal",Andorra,1/1/2004,1
Sacrimoon,"Life Depression & Death","December 8th, 2012 ","Depressive Black Metal",Mexico,1/1/2012,1
"The Shitheadz","Dirty Pounding Gasoline",2003,"Heavy Metal/Stoner/Hard Rock",Germany,1/1/2003,1
"Snake Oil","Triptych: A Passage in Time","October 21st, 2014 ","Doom/Stoner Metal","United States",1/1/2014,1
Sunreaver,"The Allure of Infinity","October 27th, 2018 ","Blackened Death Metal","United States",1/1/2018,1
Evil,"Blasphemous Attack","May 1st, 2011 ","Black Metal",Slovakia,1/1/2011,1
G.I.S.M.,Detestation,"July 12th, 1984 ","Hardcore Punk, Heavy Metal",Japan,1/1/1984,1
"...and Oceans","Cosmic World Mother","May 8th, 2020 ","Symphonic Black Metal (early, later); Industrial/Electronic Metal (mid)",Finland,1/1/2020,1
Seppeku,Seppeku,2009,"Thrash/Groove Metal","United States",1/1/2009,1
"Hummingbird of Death","Diagnosis: Delicious","August 2007",Powerviolence/Thrashcore/Crossover,"United States",1/1/2007,1
Threat,Unbroken,"September 1st, 2009 ","Groove Metal",Brazil,1/1/2009,1
Snaggletooth,"Snaggletooth / Demo","March 2005","Melodic Thrash Metal",Japan,1/1/2005,1
Gourmand,"Blossoming from the Grave","August 17th, 2018 ","Progressive Technical Death Metal","United States",1/1/2018,1
"Baboon Rising","Truth, Justice, and the American Way",1988,"Heavy Metal","United States",1/1/1988,1
"Sacral Night","Darkness Process","October 2017","Heavy/Death Metal",France,1/1/2017,1
"Evil Wizard","Running Wild","May 13th, 2020 ","Heavy Metal",Ecuador,1/1/2020,1
38DD,38DD,2013,"Thrash/Southern Metal/Rock","United States",1/1/2013,1
"Cab Ride Home",".266: You're All a Bunch of Drunks","September 24th, 2015 ","Thrash/Groove Metal","United States",1/1/2015,1
"Putrefying Dead Flesh","Demo 2012",2012,"Death Metal/Grindcore",Brazil,1/1/2012,1
Galilea,"Obra maestra","June 2019","Heavy Metal/Hard Rock",International,1/1/2019,1
"Astral Aeon","To the Realms Where No Life Dwells","January 2003","Black Metal",Greece,1/1/2003,1
Necromancia,"The Garden of Delight",1994,"Death Metal",France,1/1/1994,1
Sacrum,Transgenia,2006,"Experimental Progressive Metal",Argentina,1/1/2006,1
Deceiver,"Eternal Massacre","November 1992","Thrash/Power Metal (early), Death Metal (later)",Finland,1/1/1992,1
Shakken,"Quien desafía al Sol","November 2010","Progressive Metal",Peru,1/1/2010,1
"Mr. Ghuzik","El Violador de Muñecas",2005,"Thrash Metal",Spain,1/1/2005,1
Grimace,"Inflicting Fear",2001,"Thrash Metal","United States",1/1/2001,1
Insan3,Demo,2004,"Groove/Death Metal",Canada,1/1/2004,1
Darkness,"1996 Demo",1996,"Thrash Metal/Hard Rock",Colombia,1/1/1996,1
"Antonio Giorgio","Golden Metal (The Quest for the Inner Glory​)","April 28th, 2017 ","Epic Power Metal",Italy,1/1/2017,1
Pigsty,"Pig Blood","August 14th, 2020 ","Death Metal/Grindcore",Czechia,1/1/2020,1
"Rotten Grave","Maldita cena infernal","February 2014","Thrash/Black/Death Metal",Paraguay,1/1/2014,1
"Several Union","Awake from the Game","December 13th, 2011 ","Heavy Metal",Italy,1/1/2011,1
Pogost,"Вечно спящим...",2005,"Funeral Doom Metal",Belarus,1/1/2005,1
Imperial,"Emperor of the Hordes",1995,"Black Metal",Malaysia,1/1/1995,1
Unbodied,Unbodied,"January 31st, 2012 ","Progressive/Sludge Metal","United States",1/1/2012,1
Diskreet,"Engage the Mechanicality","September 6th, 2010 ","Deathcore (early), Technical Death Metal (later)","United States",1/1/2010,1
Vibe,"Chena Jogot",2007,"Heavy Metal",Bangladesh,1/1/2007,1
Cruentis,"Alpha and Omega","April 27th, 2018 ","Progressive/Post-Black Metal",Canada,1/1/2018,1
"Dead Carnations","Indonesian Brutality Promo",2009,"Death Metal",Indonesia,1/1/2009,1
Dunstzorn,"Mein inner Kampf","February 2011","Black/Doom Metal",Austria,1/1/2011,1
"Circle of Ouroborus","Pehmeät kasvot","May 9th, 2012 ","Experimental Black Metal, Acoustic",Finland,1/1/2012,1
"The Reign of Terror","Sacred Ground","April 6th, 2001 ","Power Metal","United States",1/1/2001,1
"Predicate Not Defined","Fear, Forgotten and Regret","April 2010","Experimental/Progressive Thrash/Death Metal",Malaysia,1/1/2010,1
"In Crucem Agere","Chained Up in Despair","July 6th, 2013 ","Black Metal",Austria,1/1/2013,1
Senmuth,"Падиаменопе","February 18th, 2015 ","Experimental Industrial/Doom Metal, Folk/Ambient, Electronica",Russia,1/1/2015,1
"Purulent Attack","Cracking Open the Tumour of a Sick Mind","February 1st, 2020 ","Death Metal/Goregrind",India,1/1/2020,1
"As the Sun Falls","Dreams of Far Lands","May 30th, 2020 ","Melodic Death Metal",Switzerland,1/1/2020,1
Polymetal,"Trash n'Roll",1992,"Heavy/Thrash Metal",Czechia,1/1/1992,1
Aztra,Insurgente,"June 20th, 2006 ","Heavy/Folk Metal",Ecuador,1/1/2006,1
Reclusa,"The Upstairs Light",2013,"Death/Doom Metal, Black/Noise/Industrial","United States",1/1/2013,1
Sicamol,"Dance Macabra",2001,"Grindcore/Black Metal","Puerto Rico",1/1/2001,1
"Souls Gathering","Deadly Sins","August 1st, 2015 ","Melodic Death/Black Metal",Switzerland,1/1/2015,1
"Lüger","Hellraisers of the Waste","July 27th, 2018 ","Doom/Heavy Metal/Hard Rock",Canada,1/1/2018,1
"Mourning Divine","Dragon King Trilogy",2012,"Power/Progressive Metal",Germany,1/1/2012,1
Expyre,"Shadow World",2009,"Death/Thrash/Groove Metal","United States",1/1/2009,1
"Ingested Lobotomized Remains","Omnipresent Tribulation","September 2013","Brutal Death Metal/Goregrind",Canada,1/1/2013,1
Phalloplasty,"Random Acts of Slam","September 8th, 2015 ","Brutal Death Metal/Goregrind","United States",1/1/2015,1
Pustulated,"Inherited Cryptorchidism","November 15th, 2003 ","Brutal Death Metal","United States",1/1/2003,1
SteelLord,"Headbanger Force",2000,"Heavy Metal",Brazil,1/1/2000,1
Senmuth,"Kwintu Tukuy","March 1st, 2018 ","Experimental Industrial/Doom Metal, Folk/Ambient, Electronica",Russia,1/1/2018,1
Moondive,"Dive with Me","December 9th, 2004 ","Power/Progressive Metal",Serbia,1/1/2004,1
"Hanging Garden","Inherit the Eden","February 28th, 2007 ","Melodic Doom/Death Metal",Finland,1/1/2007,1
"The Ophidian Ascension",Demo,2010,"Death Metal",Australia,1/1/2010,1
Beherit,"Morbid Rehearsals","March 28th, 1990 ","Black Metal (early, later); Dark Ambient (mid)",Finland,1/1/1990,1
"Art of Murder","12 Gauge Facelift","June 21st, 2006 ","Death Metal/Grindcore",Sweden,1/1/2006,1
Innerself,"Innerself Demo","February 15th, 2016 ","Heavy/Thrash Metal",Spain,1/1/2016,1
Metro,Eksplozija,1995,"Heavy Metal/Hard Rock",Serbia,1/1/1995,1
"To the Mountains","Struggle of the Ages","May 20th, 2017 ","Symphonic Power/Folk Metal",Canada,1/1/2017,1
Futility,Demo,2007,"Death/Doom Metal",Australia,1/1/2007,1
"Gauchos de Acero","Sigue la ruta","March 2nd, 2011 ","Heavy Metal",Argentina,1/1/2011,1
"Woods of Infinity","Förintelse & libido",2002,"Black Metal",Sweden,1/1/2002,1
Unicorn,"Ever Since","March 27th, 1993 ","Progressive Rock",Sweden,1/1/1993,1
"Last Dive",Firstborn,"October 1st, 2014 ","Sludge/Stoner Metal",Russia,1/1/2014,1
"When Ashes Are Rising","Of Earth and Men","April 18th, 2017 ",Metalcore,Italy,1/1/2017,1
"Funeral Frost","Nightmare Hymns for the Damned","September 1st, 2001 ","Black Metal",Philippines,1/1/2001,1
"Odin's Court","Appalachian Court","October 9th, 2012 ","Progressive Metal","United States",1/1/2012,1
Commando,Fuckaholics,"September 5th, 2012 ","Thrash Metal",Mexico,1/1/2012,1
Gutgrinder,"Morbus Sanctus Flagellum","June 22nd, 2015 ","Death Metal",Colombia,1/1/2015,1
"Black Sun Omega","The Sum of All Fears","December 23rd, 2019 ","Death/Thrash/Groove Metal",Greece,1/1/2019,1
Neurasthenia,Possessed,2007,"Thrash Metal",Italy,1/1/2007,1
Cryptic,"A Northern Wind of Holocaust",1993,"Black Metal",Sweden,1/1/1993,1
